(0.8839709983514451, 2.3882217552671516, 0.6835795179589187)
(0.7658118204404525, 2.7734174014373227, 0.8735760221465398)
(0.0835804347422669, 2.641211164064633, 2.554388764917115)
(0.8792401037298064, 1.6395541775070113, 3.438405245703388)
(0.6156940217449355, 1.7718199080022845, 3.1825125554322238)
(0.2027372102909517, 2.499169986944853, 2.173864535411411)
(0.3133081667267051, 2.367745402351325, 2.309633499498923)
(0.247921849887692, 1.9573596024691757, 3.03449632536341)
(0.7661106355448021, 1.6571358426466571, 3.3205070539571278)
(0.8366876248431211, 1.6528040384896832, 3.392094185083983)
(0.1600415468717888, 2.186522137581371, 2.9099066484150384)
(0.09011663886158071, 2.5388621821782538, 2.558195714170949)
(0.0954522252080705, 2.6189831097470284, 2.4866122279023157)
(0.27799966847967345, 2.376126332107125, 2.341709503392913)
(0.19520994832783695, 2.3220615350392912, 2.470001819908246)
(0.1252523805863615, 2.233981677606215, 2.834295018457719)
(0.20896555355201138, 2.0073893956181226, 2.9865811151507904)
(0.14364275613967648, 2.271212860430392, 2.697207942055516)
(0.1800255199486764, 2.0965312021944653, 2.988498941982681)
(0.22424165543418645, 1.9735781986424994, 2.8792005576841264)
