[-0.010789993680452414, 2.0258335575310973]
[-4.95209301582325E-4, -4.95209301582325E-4]
[0.012795338890034771, 0.5582748145824316]
[-0.07543758462211023, 1.4303344309617114]
[0.017857893528420044, 1.5710515552459317]
[-0.01768897862254895, 1.32361877237247]
[0.008937487953490808, 1.200853756866934]
[0.007732784251649499, 1.098691735636443]
[0.014221678602215272, 1.6670513884579568]
[-0.03355367902083954, 1.9313679718849321]
[-0.054661271564693616, 0.33416856042783694]
[-0.013432089004814646, 0.6711330499429194]
[0.008937487953490808, 1.8338528857106733]
[0.017630617329266463, 1.7639374254671445]
[0.007732784251649499, 0.9801125238683334]
[-0.005902601088421212, 0.17250307414000576]
[-0.05806042491625596, 0.9409832798152591]
[-4.95209301582325E-4, 0.11914524484538502]
[0.09936272046155936, 0.04702882587974305]
[-0.015250196467917032, 0.2586431496108378]
