(3.9696740945669977, 5.7703026643555424E-5)
(1.1507686661180989E-8, 3.9995873361364302)
(0.14750546199287146, 2.6112481107655077)
(0.5135957981104844, 1.6469718694849766)
(0.06687311634165949, 3.0324797978501126)
(0.02647815952955648, 3.375594489104846)
(0.31167077389475256, 2.078571515565026)
(1.0260181471758987, 0.9743170577072204)
(0.6133855185034388, 1.4806282332487322)
(0.26738569074258145, 2.1990117291307447)
(3.0672150505664657, 0.06182849625191526)
(1.574394547049692, 0.5553993704735967)
(1.9364332340040034, 0.3702018785772503)
(0.0017602807127529228, 3.833938715565974)
(3.7620692068983623, 0.0036475690697996307)
(2.710699628014988, 0.12501876887471108)
(2.3857330117361744, 0.20740572418962133)
(2.153283933981076, 0.2836550765652002)
(0.8182940255337033, 1.1999109927238065)
(3.410643271784264, 0.0306234661809101)
