(4.104118026782726, 7.837966583367162E-4)
(4.904645047473083E-7, 4.001981327670833)
(0.3118344892943592, 2.0787352309646328)
(2.051547413568181, 0.33020968972133513)
(2.4685218936019333, 0.18431567261820642)
(1.7522795545415135, 0.45780446505163364)
(1.4421296240723482, 0.6387145966046123)
(1.207183325908102, 0.8124163833623302)
(2.779262587901866, 0.11105703407003913)
(3.73130809219875, 0.005836204659020992)
(0.11465648138748209, 2.7779822396761342)
(0.45059999174071846, 1.766067791969041)
(3.3630962851202826, 0.027684742277589387)
(3.111786079631069, 0.05603637776249099)
(0.9606803553958368, 1.0402302599225037)
(0.029792151287361356, 3.3397798547273383)
(0.8888205458333384, 1.124887426572302)
(0.01419583460151912, 3.5376148552199793)
(0.012084660681149176, 3.8239693571621767)
(0.06712884733292429, 3.0325562488895734)
