[0.0024624784567358286, 1.9834879737547761]
[-4.95209301582325E-4, -4.95209301582325E-4]
[0.0018698553031081021, 1.4059239962867474]
[-4.95209301582325E-4, 0.9152785095292794]
[0.0018698553031081021, 0.706255908726487]
[-0.003348071641376369, 1.0129252723671696]
[-3.654346959103161E-4, 1.5876120165183543]
[9.836345775767518E-4, 1.1257032416011101]
[-9.75845705722708E-5, 1.2522735408082977]
[0.004742719918803382, 1.9021783476161518]
[0.006442344220425422, 1.7454061228203681]
[0.007988854958230344, 1.7927189832314678]
[0.0016354262293150458, 0.4139324047585681]
[-0.005006876389040629, 0.45572133122587477]
[-8.297315619702986E-4, 0.5582748145824316]
[0.010298838667221288, 1.621040166985016]
[0.005738617009282754, 1.2102255082071296]
[0.0012370356680324016, 0.10038795516700072]
[0.0018698553031081021, 0.16999410051888558]
[9.836345775767518E-4, 0.2971266078240249]
