(4.000156929264656, 1.5391444396309282E-9)
(4.000156929264656, 1.5391444396309282E-9)
(2.603857284811543E-31, 3.9999999999999982)
(3.667628712330498, 0.007207092257098427)
(2.8491057047651225, 0.09738805099419781)
(1.6603627906912037, 0.5061629141962716)
(0.3359783792450897, 2.017437594440798)
(0.8890157920089465, 1.117510433117998)
(0.5121654060057292, 1.6495400726847347)
(2.5866546536086097, 0.1534227108402601)
(0.20082266180111422, 2.408292999893723)
(0.020382295569444986, 3.4493315054223883)
(2.1197637980027295, 0.29600186572389314)
(0.08981893785249619, 2.8910340190883383)
(1.0992055753458572, 0.9054853646577724)
(2.1197637980027295, 0.29600186572389314)
(0.13095428383421656, 2.6834500381245663)
(0.010318975713765112, 3.6039895386553087)
(0.6589938749519629, 1.4118563664328974)
(1.3596305185148452, 0.6955103014210209)
