(3.9342306058299776, 2.7871081087284944E-4)
(4.904645047473083E-7, 4.001981327670833)
(1.9766257796937527, 0.3529297945467631)
(0.8377349952383916, 1.1766209571212738)
(0.4988009049699305, 1.6737772700639826)
(1.0260288169838203, 0.9743277275151422)
(2.520512048535992, 0.1700639824625751)
(1.2672087556882297, 0.764395789283789)
(1.5681890305312995, 0.5590948672981089)
(3.618304959531942, 0.00959156906733465)
(3.0464840373778843, 0.06485954609641194)
(3.2139051746420115, 0.04302924171614015)
(0.17134271032816256, 2.5156130912938908)
(0.2077070005454586, 2.3848216756419593)
(0.3116714570515133, 2.078572198721787)
(2.6278772890567024, 0.14371662111663797)
(1.4646787124403844, 0.623776679611866)
(0.010079271799855731, 3.6085274511318532)
(0.028901490570079538, 3.348925088494537)
(0.08828518861399409, 2.8997787573178946)
